ime,država,zvrst,leto,status
Sidereal,Colombia,"Heavy,Power",1999,5
Posguerra,Colombia,"Thrash,Grindcore,Death",1991,1
Occisor,Colombia,Death,1997,1
Neurosis,Colombia,"Thrash,Death",1987,1
Advent,Italy,"Death,Black",1998,4
Murder,Colombia,"Death,Power",1992,1
Majestic Realms,Colombia,Power,1999,3
Kilcrops,Colombia,"Thrash,Death",1991,1
Geburah,Colombia,Black,1998,1
Exhort,Colombia,"Death,Brutal",1998,1
Exequia,Colombia,"Thrash,Death",1996,1
Lucubro,United States,"Heavy,Doom",2000,3
Ethereal,Colombia,"Symphonic,Black",1996,1
Enthralled Haze,Colombia,"Melodic,Death",1997,3
Dharma,Colombia,Progressive,1994,1
Carcava,Colombia,"Thrash,Death",1992,1
Arkavus,Colombia,Death,1995,3
Nobilitas Nigra,Poland,"Death,Black",1999,3
Devious,Netherlands,"Thrash,Death",1998,3
Infernalia,Italy,"Death,Blackened",1989,1
Tuonyca,Turkey,"Melodic,Black",2002,1
Kerobal,Italy,Black,2000,3
A.N.I.M.A.L.,Argentina,"Heavy,Thrash,Groove,Nu",1991,1
Black Widow USA,United States,Power,1997,1
Cain's Alibi,United States,Power,1996,3
G.-L.O.C.,United States,"Power,Progressive",1996,3
Realm,United States,Heavy,1996,4
Spittin Jonah,United States,"Heavy,Power",1997,3
Subterranean Vision Serpent,United States,"Power,Progressive",1999,3
Van EE,Netherlands,Progressive,nan,1
Black Prophets,Belgium,"Melodic,Black",nan,3
Hate Beyond,Japan,"Thrash,Death",2002,1
Shatargat,Finland,Black,1995,3
Ellipsis,France,Progressive,1993,1
Nemeton,France,Black,1999,1
Bel O Kan,France,Power,2001,1
X-Ð¤Ð°ÐºÑÐ¾Ñ,Russia,Heavy,nan,4
Carnality,Italy,"Technical,Death",1999,1
Menticide,Finland,"Thrash,Death",1990,3
Excidium,Italy,Death,1986,3
Scald,Russia,"Epic,Doom",1993,3
Confident,Poland,"Thrash,Hardcore,Punk,Crossover",1988,3
Winter Funeral,France,Black,1996,3
Trouble Agency,Belgium,"Thrash,Crossover",1993,1
Aquer,Chile,"Thrash,Black",1999,1
Messiah Death,Japan,"Death,Thrashcore",1987,3
Moonlight Tears,France,"Heavy,Speed",2000,1
Datura,France,"Technical,Death,Brutal",2001,1
Preludium,France,"Melodic,Heavy",2000,3
Sadorass,Germany,Black,1996,3
Eblis,Poland,Black,1992,3
Entirety,Italy,"Symphonic,Black",1993,1
Serpent Lord,United States,"Black,Pagan",2003,1
Avernum,Spain,"Industrial,Black",1995,3
Souls Demise,United States,Heavy,2000,3
Kutabare,Australia,"Grindcore,Death",2000,3
Undead,Italy,Death,2000,1
Weeping Twilight,Belarus,"Doom,Folk",1997,1
Fog,United States,"Death,Gothic",1997,3
Chapelblaque,United States,Gothic,nan,1
Zero Degrees Freedom,Australia,"Melodic,Death",1997,1
Ambrazura,Russia,"Death,Brutal,Progressive",2002,1
Behind the Sun,United States,"Hardcore,Death",2000,3
Breath of Life,United States,"Death,Doom",1994,3
Corrosive,United States,"Thrash,Death,Speed",1992,3
Greystar,United States,"Thrash,Death",1998,1
Killsport,United States,"Death,Brutal",nan,4
Means of Approach,United States,"Thrash,Death",nan,3
Morg,United States,"Thrash,Death",nan,1
Necromantic,United States,Death,nan,3
NeSSuS,United States,"Death,Doom",1998,3
Morcegos,Brazil,Death,1979,1
Abgrund,Switzerland,"Death,Black",2000,1
Absorbed,Switzerland,"Thrash,Death",1993,1
Amagortis,Switzerland,"Death,Brutal",2001,3
Ambrossia,Switzerland,Death,1994,3
Bequest,Switzerland,Thrash,1990,3
Bloodtaste,Switzerland,"Grindcore,Death",1995,3
Hysteria,France,"Death,Brutal",1996,1
Anksunamon,France,"Death,Brutal",2000,1
Carnal Decay,Switzerland,"Death,Brutal",2002,1
Black Seas of Infinity,United States,"Dark,Ritual,Black,Ambient",1993,1
Cataract,Switzerland,"Thrash,Metalcore,Hardcore,Death",1998,3
Mind Ripper,France,"Death,Black",1999,3
Complex Vendetta,Switzerland,Death,1998,3
Dark Sign,Switzerland,"Heavy,Progressive",2001,3
Deceit,Switzerland,"Grindcore,Death",1999,3
Fatal,France,"Grindcore,Death",1997,3
Sacrificial Blood,United States,"Thrash,Death",2003,1
Winds of Torment,France,"Melodic,Death",2000,3
Minus Infinity,United States,"Thrash,Death,Progressive",nan,3
Eluveitie,Switzerland,"Melodic,Death,Folk",2002,1
Excruciation,Switzerland,"Thrash,Death,Doom",1984,1
Exit,Switzerland,Death,1996,1
Eyes See Red,Switzerland,Death,1995,3
All Hallow's Evil,United States,"Melodic,Death",2000,1
Chaotic Culture,United States,"Melodic,Thrash,Death",1997,3
Frankenshred,United States,"Thrash,Speed,Power",1996,1
Fractal Point,Switzerland,Death,1999,2
Taakeferd,Norway,Black,1999,1
Byam Klavor,United States,"Symphonic,Black",2000,3
Grin,Switzerland,Groove,1998,1
Heavy Demons,Switzerland,"Thrash,Death",2001,1
Knowhere,Switzerland,"Melodic,Black",1995,1
Moribund,Switzerland,Death,nan,3
Morrigu,Switzerland,"Death,Melodic,Doom,Atmospheric,Metalcore",1999,1
Mortality,Switzerland,"Thrash,Death",1996,1
NÃ¤chtlich ThrÃ¤net,Switzerland,"Thrash,Death",1992,1
Nekropolis,Switzerland,"Death,Black",1998,3
No States Spirits,Switzerland,"Death,Groove",1998,3
Outcast,France,"Thrash,Death,Progressive",2002,2
Shredmaster,Switzerland,"Technical,Death",2001,4
Dryados,Russia,"Symphonic,Black",2000,3
Chorus of Ruin,United Kingdom,"Melodic,Doom,Death",1991,3
Assassin,United States,Heavy,nan,3
Jack Starr's Burning Starr,United States,Heavy,1984,1
Skullbreaker,Germany,Thrash,2001,1
Epic,France,Black,1996,3
Esgaroth,Greece,Black,1993,5
Wolfheart,Finland,"Melodic,Death,Black",1997,3
Adnoctum,Canada,Black,nan,3
Arianrhod,Canada,Black,1999,3
VolkeinBlucht,United States,Black,1999,1
Vediog Svaor,France,"Black,Progressive,Psychedelic",1996,3
Delirium,Netherlands,"Death,Doom",1988,3
Waldenburg,Switzerland,Black,2002,3
Crepuscular Decadance,Italy,"Doom,Gothic",2001,1
Cruel Criminal,Italy,"Death,Black",1994,3
Nameless,Italy,"Thrash,Death",2000,1
Necrophilism,Italy,Death,2000,3
Overblood,Italy,Groove,1996,1
S.R.L.,Italy,"Melodic,Thrash,Death",1992,1
Sudden Death,Italy,"Death,Brutal",1998,1
Valgrind,Italy,Death,1993,1
Virulent Re-Shapes,Italy,Death,1998,1
Adonais,Italy,Black,1997,3
Airhead,Italy,Thrash,1998,3
Asseedio,Italy,"Power,Progressive",1995,4
Convergence,Italy,"Melodic,Alternative,Death,Nu,Rock",2000,3
Enchantica,Italy,"Symphonic,Black",1996,3
Eviscerate,Italy,"Thrash,Death",1996,3
Golem,Italy,"Melodic,Death",1999,1
Hateful,Italy,"Technical,Death",1997,1
Soulless Profanation,Poland,Death,2001,4
Key of Sadness,Italy,"Symphonic,Black",2001,4
Maledeth,Italy,Heavy,1993,1
Melkor,Italy,Black,2001,1
Tregenda,Italy,Black,1999,1
Machescazo,Italy,"Grindcore,Death",2003,3
Necrotion,United States,Death,1990,1
Sadness,Switzerland,"Death,Doom,Gothic",1989,3
Roots,Germany,Thrash,nan,3
Crusher,Germany,Thrash,2002,1
Aivarim,Italy,Black,1998,1
Finsterwald,Germany,Black,1998,3
Kryogh,Spain,Black,nan,3
Valefar,Lithuania,Black,1994,3
Pest,Sweden,Black,1997,1
The Day Everything Became Nothing,Australia,Goregrind,2001,1
Vae Solis,Ukraine,Black,1998,1
Nihilist,Sweden,Death,1987,5
Decline of Humanity,France,"Thrash,Death",1999,4
Mordiggan,France,"Heavy,Hard,Rock",2002,1
Barbaros,Algeria,Black,1998,1
By Suffering,France,"Heavy,Atmospheric",nan,3
Necrophile,Japan,"Thrash,Death",1987,1
Tenebrum,Algeria,Black,1998,4
Azael,Algeria,Black,1999,3
Sorcoror,Australia,"Death,Brutal",1998,4
Leprosity,Brazil,"Death,Brutal",2000,3
Hoctaedron,Brazil,Death,1999,3
Horror Blast,Brazil,"Grindcore,Death",2001,3
Mausoleum,Sweden,Thrash,2003,5
Ever Dark,United States,"Death,Black",1990,4
Stillborn,Poland,"Death,Black",1997,1
Tenebrae,Finland,Death,1991,3
Conquest,Finland,"Heavy,Hard,Progressive,Rock",1998,1
Weedeater,United States,"Sludge,Stoner,Doom",1998,1
Nuctemeron,Poland,Death,1987,3
Double Action,Germany,"Melodic,Heavy,Hard,Rock",1991,1
Somniator,Brazil,"Melodic,Power",1996,4
Arabesque,Netherlands,Progressive,1989,4
Warrior,United Kingdom,NWOBHM,1979,1
Voltz,United Kingdom,NWOBHM,1979,3
Pretium Doloris,France,Symphonic,2001,3
Pagan,Belarus,Black,1994,1
Profane Creation,Brazil,Black,1991,1
Therm.Eye.Flame,Russia,"Black,Progressive",2000,3
Venter Caret Auribus,Croatia,"Gothic,Black",1995,3
Stagnatus,Russia,"Industrial,Black",2001,1
Specter,Russia,"Progressive,Ambient",1997,3
Santa Maria,Russia,"Thrash,Heavy,Death,Power",1992,3
Media in Morte,Austria,Death,1988,3
Azterion,Costa Rica,"Death,Black",2000,1
Samhain,Russia,"Doom,Gothic,Power",1999,2
Ð Ð¾Ð³Ð°ÑÑÐµ Ð¢ÑÑÐ¿Ð¾ÐµÐ´Ñ,Russia,Death,2001,1
Psilocybe Larvae,Russia,"Melodic,Doom,Death",1996,1
Murder Delirium,Russia,Death,2000,3
Koma,Russia,"Thrash,Progressive",1989,1
Ð¥Ð²Ð°Ð½Ð³ÑÑ,Russia,"Black,Pagan",2002,1
TodesstoÃ,Germany,Black,2000,1
Bone Awl,United States,"Punk,Black",2002,1
Kery Doll,United States,Heavy,1981,3
Tyrranicide,United States,Thrash,1984,3
Unhealthy Dreams,France,"Electronic,Black",1998,1
The Oath,France,"Death,Black",1999,1
The Last Embrace,France,"Gothic,Progressive",1998,1
Choronzonic,Brazil,Black,2002,1
Despotic,Brazil,"Heavy,Thrash",2000,3
My Fate,Finland,"Melodic,Thrash,Death",2000,4
Fenris,Netherlands,"Viking,Black",1997,1
Fermenting Innards,Germany,"Death,Black",1991,3
Fiendish Nymph,Greece,"Black,Atmospheric",1992,3
Forest of Souls,France,"Doom,Black",1994,4
Epitaph,Brazil,Heavy,2000,1
Sabbatic Feast,United States,"Grindcore,Death",1996,3
Espada Negra,Brazil,Heavy,nan,1
Aquamorta,Belarus,Thrash,1997,3
Asguard,Belarus,"Melodic,Death,Gothic,Industrial",1998,3
Exhort,Brazil,"Heavy,Power",1986,1
Apocryphal,Belarus,"Death,Doom",1994,1
Bleeding,Belarus,"Death,Brutal",1993,1
Fireline,Brazil,"Melodic,Heavy",1991,1
Bible of Hatred,Belarus,Black,2000,4
Fireway,Brazil,Heavy,1998,1
Fright Night,Brazil,Power,1998,1
Chronos Phobos,Belarus,"Death,Black,Doom",1992,3
Deadmarsh,Belarus,Thrash,1998,2
Exhumator,Belarus,Death,1989,3
Evthanazia AD,Belarus,"Death,Brutal",1992,1
Medievil,Belarus,Black,1998,1
Morbid Victory,Belarus,"Symphonic,Black",2000,3
Revelation,Belarus,"Doom,Gothic",1999,1
Straight Land,Belarus,"Melodic,Death",2001,1
Sontsevorot,Belarus,"Death,Folk",1999,1
Sufferer,Belarus,"Death,Brutal",nan,1
Screaming from the Oblivion,Belarus,Doom,1997,1
Veld,International,Death,1995,1
Wolfshade,Belarus,Power,1998,1
Wasted,Belarus,"Death,Doom",1999,3
Evil God,United States,"Technical,Death",2000,4
Znich,Belarus,"Pagan,Folk",1996,1
3D House of Beef,United States,"Sludge,Doom",1992,2
Devolution,United Kingdom,"Technical,Thrash,Death",1988,3
5ive,United States,"Melodic,Sludge,Drone,Doom",2000,1
Lord of Putrefaction,United Kingdom,"Death,Doom",1988,5
Mortal Remains,United Kingdom,Death,1989,3
Ancestral,Chile,Black,1999,3
Aysenlur,Chile,"Melodic,Acoustic,Epic,Black",1997,1
Solemn,United States,Death,1992,3
From the Darkness,Chile,"Death,Black",1994,1
Dismhal,Italy,Black,1993,3
Hominis Nocturna,Chile,Black,1999,3
Unblessed,Chile,"Death,Black",1999,1
Mareridt,Denmark,Black,1995,3
Predator,United States,Speed,1984,3
Centaurus-A,Germany,"Technical,Thrash,Death",2000,1
Soulstitia,Netherlands,Gothic,2000,1
Everglow,Belgium,Power,2000,1
Sobredosis,Spain,Heavy,1982,1
Gallowmere,Netherlands,Progressive,1999,3
Morte Incandescente,Portugal,Black,2002,1
X Project,Brazil,"Melodic,Heavy",2002,1
Scarecrow,Poland,"Black,Speed",1987,3
Desert Rain,Germany,"Melodic,Thrash,Death",1996,4
Prosector,Poland,Thrash,1987,3
Neptune,Italy,"Melodic,Death",1999,1
From Depths,Italy,"Melodic,Black",1991,1
Storm of Sorrows,Germany,"Melodic,Death",1998,3
Frostmoon Eclipse,Germany,Black,1994,3
Funeral Procession,Germany,Black,1995,1
Opacity,Sweden,Black,2002,3
Slow Death,Venezuela,Death,1995,1
JÃªnova,Brazil,"Melodic,Heavy",1999,3
Lethal Fear,Brazil,Heavy,1997,1
Morgueazm,United Kingdom,"Thrash,Death",2001,1
Masmorra,Brazil,Heavy,1995,3
Medieval,Brazil,"Heavy,Power",1996,3
Bat Castle,United States,"Groove,Grindcore,Death,Black",1999,1
Misbehaviour,Brazil,Heavy,1997,1
Mr. Ego,Brazil,Power,1995,1
Herezy,Germany,"Melodic,Metalcore,Groove,Power",1997,1
Indulgence,Poland,Thrash,1992,3
Liber Spirituum,Ecuador,"Death,Black",1998,3
Deilegium,Estonia,"Melodic,Black",1995,3
Argath,Finland,Black,1997,1
Serenity,Romania,"Gothic,Folk",1997,3
Carnaticum,Finland,Black,1996,3
Finnthomaz,Finland,Black,2000,3
Callicles,France,Black,2001,3
Spelldown,Canada,"Thrash,Death,Power",1996,1
Ordem Maligna,Brazil,Death,1997,2
Blood Vengeance,Germany,"Death,Black",2001,3
Labyrinth of Abyss,Romania,"Thrash,Black",1999,1
Bleed the Son,United States,Black,1994,2
Sempiternal,United States,Black,1997,3
Idi Bihotz,Spain,"Heavy,Power",1996,3
Searing Skull,France,Black,1997,1
Lost Innocence,Italy,"Power,Progressive",1989,3
Raven Dark,Russia,"Black,Pagan",1994,3
Legacy,Germany,Death,1994,5
Demogorgon,Brazil,Black,2000,1
N.O.T.,Brazil,Progressive,1990,1
Rhevange,Brazil,Heavy,2000,1
Sagitta,Brazil,Power,2002,1
Seventh Seal,Brazil,Heavy,1995,1
Spirit Heaven,Brazil,"Melodic,Power",1995,3
Strategy,Brazil,"Melodic,Power",1999,1
Tailgunners,Brazil,Heavy,1990,1
Helvintr,United States,Black,1999,3
Tanatron,Brazil,Death,1996,1
Time Collapse,Brazil,Power,1998,3
Trator,Brazil,"Thrash,Power",1997,1
Tropa de Shock,Brazil,"Heavy,Hard,Rock",1989,1
Tsavo,Brazil,Thrash,1997,1
Veuliah,Brazil,"Melodic,Death",1996,1
Visceral,Brazil,"Grindcore,Industrial",2000,3
Vomitation,Brazil,Death,1999,3
Warlord,Brazil,Heavy,1991,1
Warvenger,Brazil,Heavy,1996,3
Hekel,Netherlands,Black,1994,1
Tarot's Myst,Germany,"Heavy,Power",1999,3
Macabius,France,Death,2001,3
Flagellator,Germany,"Thrash,Black",2001,3
The Endoparasites,Brazil,Death,1989,3
Magic Kingdom,Belgium,Power,1998,1
Hate for Revenge,Brazil,Heavy,1999,1
Gloomy Tears,Brazil,Doom,nan,4
Braveheart,Brazil,"Melodic,Heavy,Hard,Rock",1992,1
Ydris Mortem,Brazil,Heavy,1998,1
Misbeliever,Brazil,"Symphonic,Black",1993,3
Soman,Italy,Black,nan,1
Bloodcum,United States,"Thrash,Speed",1986,1
Ancestor,Brazil,Death,1996,1
Perpetual Dreams,Brazil,"Melodic,Heavy,Hard,Rock",1995,1
Bride Adorned,Finland,"Symphonic,Power",1997,1
Nostaria,France,"Symphonic,Power",2000,1
Outburst,Netherlands,"Melodic,Thrash,Death",1998,5
Nema,United States,Death,1995,1
Lucretia,France,"Heavy,Speed",1997,3
Vers'Over,Brazil,"Progressive,Power",1997,1
Criminal Justice,Germany,"Technical,Thrash",1986,3
Wasted Youth,United States,"Thrash,Hardcore,Punk",1979,3
Shock Opera,United States,"Heavy,Progressive",2000,1
Regnum,Germany,Black,2001,1
Ancient Wargod,Germany,Black,1995,1
Neurodeliri,Italy,Speed,1985,3
Blackhorned,Denmark,"Thrash,Black",2001,1
Vanvid,Denmark,Black,2000,3
Deathcult,Germany,Black,1996,3
Immanis,Poland,Black,1995,3
Irhmgaar,France,Black,nan,4
Epidemic,Israel,Death,2001,1
Worshipper,Sweden,Black,1995,3
Infernal Dreams,Portugal,"Melodic,Black",1992,3
Ululate,China,"Death,Black",2001,1
Gorewinter,Finland,Black,nan,3
Grausamkeit,Germany,"Black,Ambient",1994,1
Grimuack,Spain,Black,1994,1
Haimad,Sweden,"Melodic,Black",1995,3
Hell Militia,France,Black,2001,1
Curriculum Mortis,Sweden,"Melodic,Death",2002,3
Pagan Angel,Germany,Heavy,1996,5
Sauron,Poland,Black,1991,1
Wolfsthron,Germany,Black,nan,3
Massemord,Poland,Black,2000,1
Dunkel Nacht,Italy,Black,1998,1
The Final Holocaust,Norway,Thrash,nan,3
Infinight,Germany,"Thrash,Power",2001,1
Infernal War,Poland,Black,1997,1
Tenebrae in Perpetuum,Italy,Black,2001,3
Tumor,Canada,Death,1993,4
Delirium,Honduras,Heavy,1990,1
Goat Horns,United Kingdom,Black,1994,1
Jack Starr,United States,Heavy,1984,1
Halcyon,United States,Death,2000,1
Val'Paraiso,Germany,"Progressive,Rock",2002,5
Amputation,Norway,Death,1988,3
Aphelon,New Zealand,"Death,Black",2000,3
Awol,United States,"Jazz,Progressive,Rock",nan,3
Sil Khannaz,Malaysia,"Melodic,Thrash,Death",1987,1
Demonized,Mexico,"Death,Black",2000,4
Amyris,Germany,"Power,Progressive",2000,3
Bastard,Germany,Death,2000,1
Clashing Blade,Germany,"Heavy,Thrash",1997,5
Empyreal,Sweden,"Heavy,Power",1996,1
Genital Grinder,France,"Death,Brutal",1996,1
8 Foot Sativa,New Zealand,"Melodic,Thrash,Death",1998,1
Progressive Death Procedure,United Kingdom,Death,2002,4
Exhuman,Italy,Death,2003,3
AÃ¤kon KÃ«Ã«trÃ«h,France,"Dark,Ambient",1994,3
Graven Image,United States,Heavy,1993,5
Herald,Estonia,Heavy,2000,1
Blasphemy,Venezuela,"Thrash,Death",1999,1
Twisted Motivations,United States,"Progressive,Power",nan,1
Accursed,Australia,"Death,Blackened",2001,3
Funeral Age,United States,"Death,Black",2003,1
Wormphlegm,Finland,"Funeral,Doom",2000,3
Malveillance,Canada,Black,nan,1
Thunderland,France,Power,1998,1
Aquila,France,Power,nan,3
Descend into Nothingness,Canada,"Melodic,Death",1998,3
Diamond Eyed Princess,France,"Black,Medieval",1996,1
Infect,France,Black,1996,4
Excessum,Sweden,Black,2001,1
Moontower,Poland,Black,1996,1
A Perpetual Dying Mirror,Mexico,"Death,Doom",1994,3
TÃ½r,Faroe Islands,"Folk,Progressive",1998,1
Wretched Legacy,United States,"Thrash,Death",1997,1
Fahrenheit,Mexico,Power,1997,1
Ithdabquth Qliphoth,Russia,Black,2001,1
Tragedy Begins,Greece,"Electronica,Industrial,Black",1993,1
Cauldron Black Ram,Australia,"Death,Black",1996,1
Randagi,Italy,Thrash,1987,5
Six Day War,New Zealand,Thrash,2000,3
Misanthrope,United States,Death,1999,3
Lethian Dreams,France,"Doom,Atmospheric",2002,1
Saruman,Germany,Death,1999,3
Immortal Rites,Germany,"Melodic,Death",1996,3
Fort Royal,Russia,Heavy,1993,1
The Wake,Finland,"Melodic,Death",2002,3
ÐÐ°ÑÐ¸ÑÐº,Russia,Heavy,1999,1
Asperity,Sweden,"Heavy,Progressive",2003,4
De Infernali,Sweden,"Dark,Ambient",1996,3
Eternal Gate,Italy,Power,1994,1
Inferi,Netherlands,Black,1992,5
Blizzard,Germany,"Thrash,Speed",1998,1
Richard Andersson's Space Odyssey,Sweden,"Neoclassical,Progressive",2003,4
Ð¡ÐµÑÐ³ÐµÐ¹ ÐÐ°Ð²ÑÐ¸Ð½,Russia,"Heavy,Progressive",1998,1
Raising Fear,Italy,"Speed,Power",2000,1
Vordr,Finland,Black,2003,1
Carnivorous,United States,"Death,Brutal",2002,4
Soulless Heart,Germany,"Melodic,Death",2002,3
God Scard,Slovenia,"Death,Groove",1992,1
Deceiver,Germany,Heavy,1993,3
Root 'a Balluta,Slovenia,"Thrash,Death",1999,3
Methadrone,United States,"Sludge,Rock,Atmospheric,Ambient",2003,1
Misanthropic Poetry,Russia,Black,1996,3
Draugurz,Brazil,Black,1999,1
Ghost Machinery,Finland,Power,2002,1
Pogrom 1147,Poland,Black,2001,3
Toadliquor,United States,"Sludge,Doom",1989,3
Salem Orchid,United Kingdom,"Death,Black",1989,3
Infinitum Obscure,Mexico,Death,2000,1
The Ungrateful,Sweden,Heavy,nan,3
Oxbow,United States,"Stoner,Doom",1988,1
Level 66,Germany,"Thrash,Death",nan,3
Graves at Sea,United States,"Sludge,Doom",2002,1
Belzebul,France,Black,1999,3
Brenoritvrezorkre,France,Black,1995,3
JEEL,Denmark,Death,1993,3
Denigh,United Kingdom,NWOBHM,1978,3
Bloodboil,Netherlands,"Death,Brutal",1999,4
Disruptor,Germany,Thrash,nan,3
Bloodstone,Sweden,Death,1991,3
Agares,Latvia,Black,2003,3
Serpent Hordes,El Salvador,Black,1999,3
Preludium,Poland,"Death,Black",1999,1
Vetitum,Brazil,Gothic,2001,1
Theocracy,United States,"Epic,Power,Progressive",2002,1
Khallice,Brazil,Progressive,1994,1
Fully Consumed,United States,"Technical,Death",2003,3
Zygote,Finland,Black,2000,3
Wotan,Germany,Thrash,1985,3
Despondency,United States,Death,1992,3
Crawcell,Denmark,"Thrash,Death,Groove",1993,3
With Hate I Burn,Finland,Black,1996,4
Invidia,United States,"Melodic,Thrash,Death",2000,3
Armistice,Germany,"Thrash,Speed",1991,3
Voidd,Japan,"Death,Punk,Psychobilly,Black,Thrash,Hardcore",1989,1
Necromancer,El Salvador,Black,2000,1
Einsatz Kommando,Spain,"Black,RAC",2000,3
Celebrant,Belgium,"Death,Black",1994,1
Quo Vadis,Poland,"Thrash,Death,Progressive",1986,1
Misantropus,Italy,Doom,1998,1
The Wise,Brazil,Heavy,1992,1
Thalion,Brazil,"Progressive,Power",2001,3
Astral Doors,Sweden,"Heavy,Power",2002,1
Extrema,Italy,"Thrash,Groove",1986,1
Arsonist Lodge,Finland,Black,2003,1
Trifixion,Italy,Death,2002,4
Delirium X Tremens,Italy,Death,1998,1
Deception,Poland,Death,1998,3
Ningizzia,International,"Death,Symphonic,Doom",1997,2
E-Force,Canada,Thrash,2001,1
Eviscium,United States,Death,2001,1
Killing Mode,United Kingdom,Death,1997,3
Dysperium,United States,"Black,Folk",2002,1
Ratos de PorÃ£o,Brazil,"Thrash,Hardcore,Punk,Crossover",1981,1
Enoch,Italy,"Funeral,Doom",1998,1
Exsecror Vecordia,Mexico,"Symphonic,Gothic",1999,1
Motorbreath,Poland,Thrash,1990,1
Chthonian Appanage,United States,Black,2002,3
137,United States,"Sludge,Doom",1997,1
Man Must Die,United Kingdom,"Technical,Death",2002,1
The Autumn Offering,United States,"Melodic,Metalcore,Death",1999,2
Sunseth Midnight,Brazil,Gothic,2003,2
Lost Forever,Brazil,"Power,Progressive",1997,1
Demon Sword,United States,Black,1999,1
Cuatro Gatos,Spain,"Melodic,Hard,AOR,Power,Rock",2001,3
Amon Incarnate,United States,Black,2002,3
Svarthymn,Sweden,Black,1999,1
Woodland's Edge,United States,"Death,Black",2000,3
Infester,United States,Death,1992,3
Morbius,Portugal,"Technical,Death",1997,4
Moria,Bulgaria,"Melodic,Black",2002,3
Steelrage,Chile,Power,1998,1
Epping Forest,Portugal,"Death,Blackened",1998,1
Experiment Fear,United States,Death,1989,1
Total Agony,France,"Thrash,Death",1994,3
Apeiron,Italy,"Melodic,Death",2001,1
Shaitan Mazar,United States,Metalcore,2003,3
Hatelight,Sweden,Thrash,2002,3
Tartharia,Russia,"Death,Black",2002,1
Shoreborn,Italy,"Melodic,Death",2000,1
I.S.o.S.,United States,Black,1994,1
Damnation,Sweden,"Thrash,Black",1989,4
Bladhe,Italy,"Death,Symphonic",2001,4
Dead of Winter,Canada,Black,1999,3
Trilogy,Sweden,"Heavy,Rock",1979,3
Mors Osculi,Sweden,"Melodic,Viking,Atmospheric,Black",2002,4
Evanescent Soul,Canada,Death,1999,3
Ansuz,Mexico,"Melodic,Symphonic,Black,Power",2000,1
Submission,Netherlands,Heavy,1993,3
Mythologic,United States,Progressive,nan,1
Hacksaw to the Throat,United States,"Grindcore,Death,Progressive",1999,3
Embalmed,United States,Death,2001,3
Sol Asunder,United States,"Melodic,Death",2000,1
Rifles at Recess,United States,Metalcore,2001,3
Asgeirr,France,Black,2002,2
Merciless Death,Poland,"Thrash,Death",1984,1
Exempt,Sweden,Death,1990,3
Mater Machina,Italy,Groove,2002,3
Defacing,Chile,"Grindcore,Death,Brutal",2001,1
Anvil of Doom,Spain,"Melodic,Death",1998,1
Maskim Xul,Netherlands,"Death,Black",2001,1
Killaman,Sweden,"Thrash,Death",2002,3
